abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.05,29,578,Shift,American Pale Lager,82,16,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70,564,Ranger IPA,American IPA,82,16,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70,115,Ranger IPA (Current),American IPA,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.034,6,1417,Weiss Trash Culture,Berliner Weissbier,410,12,410,New England Brewing Company,Woodbridge, CT
0.088,85,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12,410,New England Brewing Company,Woodbridge, CT
0.088,85,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16,410,New England Brewing Company,Woodbridge, CT
0.056,20,2043,Skylight,Dunkelweizen,241,12,241,New Republic Brewing Company,College Station, TX
0.056,30,2042,Kadigan,American Blonde Ale,241,12,241,New Republic Brewing Company,College Station, TX
0.052,50,2041,Dammit Jim!,American Amber / Red Ale,241,12,241,New Republic Brewing Company,College Station, TX
0.042,35,2050,Cream Ale,Cream Ale,238,12,238,Newburgh Brewing Company,Newburgh, NY
0.051,31,1622,Jam Session,American Pale Ale (APA),359,16,359,NoDa Brewing Company,Charlotte, NC
0.072,80,1621,Hop Drop 'N Roll IPA,American IPA,359,16,359,NoDa Brewing Company,Charlotte, NC
0.045,50,2692,Get Together,American IPA,0,16,0,NorthGate Brewing ,Minneapolis, MN
0.049,26,2691,Maggie's Leap,Milk / Sweet Stout,0,16,0,NorthGate Brewing ,Minneapolis, MN
0.048,19,2690,Wall's End,English Brown Ale,0,16,0,NorthGate Brewing ,Minneapolis, MN
0.06,38,2689,Pumpion,Pumpkin Ale,0,16,0,NorthGate Brewing ,Minneapolis, MN
0.06,25,2688,Stronghold,American Porter,0,16,0,NorthGate Brewing ,Minneapolis, MN
0.056,47,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16,0,NorthGate Brewing ,Minneapolis, MN
0.063,42,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16,450,Northwest Brewing Company,Pacific, WA
0.061,66,1258,5 Day IPA,American IPA,442,12,442,O'Fallon Brewery,O'Fallon, MO
0.051,7,128,O'Fallon Wheach,Fruit / Vegetable Beer,442,12,442,O'Fallon Brewery,O'Fallon, MO
0.067,70,2331,Watershed IPA,American IPA,150,12,150,Oakshire Brewing,Eugene, OR
0.054,24,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12,150,Oakshire Brewing,Eugene, OR
0.058,27,1668,Overcast Espresso Stout,American Stout,150,12,150,Oakshire Brewing,Eugene, OR
0.067,70,999,Watershed IPA (2013),American IPA,150,12,150,Oakshire Brewing,Eugene, OR
0.082,25,2247,Lake Monster,Baltic Porter,184,16,184,Oasis Texas Brewing Company,Austin, TX
0.049,27,2071,London Homesick Ale,English Bitter,184,12,184,Oasis Texas Brewing Company,Austin, TX
0.048,35,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12,184,Oasis Texas Brewing Company,Austin, TX
0.048,35,2069,Slow Ride,American Pale Ale (APA),184,12,184,Oasis Texas Brewing Company,Austin, TX
0.092,72,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12,148,Odyssey Beerwerks,Arvada, CO
0.087,29,2334,Clan Warrior,Scotch Ale / Wee Heavy,148,12,148,Odyssey Beerwerks,Arvada, CO
0.054,36,2333,Psycho Penguin Vanilla Porter,American Porter,148,12,148,Odyssey Beerwerks,Arvada, CO
0.095,19,1059,The Hole in Hadrian's Wall,Scottish Ale,471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.065,26,1058,33 Select Brown Ale,American Brown Ale,471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.06,29,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.05,45,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.057,26,601,Winter Games Select #32 Stout,American Stout,471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.05,23,600,Boji Beach Golden Rye Ale,Rye Beer,471,16,471,Okoboji Brewing Company,Spirit Lake, IA
0.065,65,1487,Falling Down Brown Ale,American Brown Ale,301,16,301,Old Forge Brewing Company,Danville, PA
0.046,20,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16,301,Old Forge Brewing Company,Danville, PA
0.049,35,2302,Pinner Throwback IPA,American IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,1444,Dale's Pale Ale,American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,1252,Dale's Pale Ale,American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.053,35,1167,Mama's Little Yella Pils,Czech Pilsener,166,19.2,166,Oskar Blues Brewery,Longmont, CO
0.065,65,955,Dale's Pale Ale,American Pale Ale (APA),166,19.2,166,Oskar Blues Brewery,Longmont, CO
0.065,65,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,828,Dale's Pale Ale (2012),American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.087,85,806,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,755,Dale's Pale Ale (2011),American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,754,Dale's Pale Ale (2010),American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.087,85,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16,166,Oskar Blues Brewery,Longmont, CO
0.08,70,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12,166,Oskar Blues Brewery,Longmont, CO
0.09,60,391,One Hit Wonder,American Double / Imperial IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.087,85,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.099,98,8,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12,166,Oskar Blues Brewery,Longmont, CO
0.053,35,7,Mama's Little Yella Pils,Czech Pilsener,166,12,166,Oskar Blues Brewery,Longmont, CO
0.099,100,6,GUBNA Imperial IPA,American Double / Imperial IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.08,35,5,Old Chub,Scottish Ale,166,12,166,Oskar Blues Brewery,Longmont, CO
0.087,85,4,Gordon Ale (2009),American Double / Imperial IPA,166,12,166,Oskar Blues Brewery,Longmont, CO
0.065,65,1,Dale's Pale Ale,American Pale Ale (APA),166,12,166,Oskar Blues Brewery,Longmont, CO
0.092,85,805,Gordon (2005),American Double / Imperial IPA,503,12,503,Oskar Blues Brewery,Lyons, CO
0.095,98,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12,503,Oskar Blues Brewery,Lyons, CO
0.099,98,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12,503,Oskar Blues Brewery,Lyons, CO
0.08,35,787,Old Chub (2008),Scottish Ale,503,12,503,Oskar Blues Brewery,Lyons, CO
0.08,35,786,Old Chub (2004),Scottish Ale,503,12,503,Oskar Blues Brewery,Lyons, CO
0.08,35,785,Old Chub (2003),Scottish Ale,503,12,503,Oskar Blues Brewery,Lyons, CO
0.065,65,745,Dale's Pale Ale (2008),American Pale Ale (APA),503,12,503,Oskar Blues Brewery,Lyons, CO
0.065,65,744,Dale's Pale Ale (2006),American Pale Ale (APA),503,12,503,Oskar Blues Brewery,Lyons, CO
0.065,65,743,Dale's Pale Ale (2004),American Pale Ale (APA),503,12,503,Oskar Blues Brewery,Lyons, CO
0.065,65,742,Dale's Pale Ale (2003),American Pale Ale (APA),503,12,503,Oskar Blues Brewery,Lyons, CO
0.065,65,741,Dale's Pale Ale (2002),American Pale Ale (APA),503,12,503,Oskar Blues Brewery,Lyons, CO
0.087,60,733,Gordon Beer (2006),American Double / Imperial IPA,503,12,503,Oskar Blues Brewery,Lyons, CO
0.087,85,1533,G'KNIGHT,American Double / Imperial IPA,389,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.099,98,1532,Ten Fidy,Russian Imperial Stout,389,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.08,85,1328,Deviant Dale's IPA,American Double / Imperial IPA,389,16,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.08,35,1175,Old Chub,Scottish Ale,389,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.065,65,1166,Dale's Pale Ale,American Pale Ale (APA),389,19.2,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.065,65,1065,Dale's Pale Ale,American Pale Ale (APA),389,12,389,Oskar Blues Brewery (North Carol...,Brevard, NC
0.055,45,1908,Fresh Slice White IPA,American White IPA,275,12,275,Otter Creek Brewing,Middlebury, VT
0.055,55,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12,261,Otter Creek Brewing,Waterbury, VT
0.04,39,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12,259,Ozark Beer Company,Rogers, AR
0.052,23,1268,Rustic Red,Irish Red Ale,441,16,441,Pateros Creek Brewing Company,Fort Collins, CO
0.053,48,697,Stimulator Pale Ale,American Pale Ale (APA),441,16,441,Pateros Creek Brewing Company,Fort Collins, CO
0.045,22,696,Old Town Ale,Kölsch,441,16,441,Pateros Creek Brewing Company,Fort Collins, CO
0.044,28,695,Car 21,English Bitter,441,16,441,Pateros Creek Brewing Company,Fort Collins, CO
0.05,24,694,Cache La Porter,American Porter,441,16,441,Pateros Creek Brewing Company,Fort Collins, CO
0.042,35,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12,307,Payette Brewing Company,Garden City, ID
0.062,65,1048,Outlaw IPA,American IPA,307,12,307,Payette Brewing Company,Garden City, ID
0.048,35,890,Payette Pale Ale,American Pale Ale (APA),307,12,307,Payette Brewing Company,Garden City, ID
0.055,25,775,Mutton Buster,American Brown Ale,307,12,307,Payette Brewing Company,Garden City, ID
0.05,61,1930,Summer Session Ale,American Pale Wheat Ale,266,12,266,Peak Organic Brewing Company,Portland, ME
0.04,12,2238,Lobo Lito,Light Lager,187,12,187,Pedernales Brewing Company,Fredericksburg, TX
0.05,17,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12,187,Pedernales Brewing Company,Fredericksburg, TX
0.065,77,2175,Mound Builder IPA,American IPA,205,12,205,People's Brewing Company,Lafayette, IN
0.062,62,2168,Amazon Princess IPA,American IPA,205,12,205,People's Brewing Company,Lafayette, IN
0.055,10,2633,Hotbox Brown,American Brown Ale,13,12,13,Perrin Brewing Company,Comstock Park, MI
0.048,15,2632,Gold,American Blonde Ale,13,12,13,Perrin Brewing Company,Comstock Park, MI
0.065,65,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12,13,Perrin Brewing Company,Comstock Park, MI
0.05,40,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12,13,Perrin Brewing Company,Comstock Park, MI
0.05,35,2628,Grapefruit IPA,American IPA,13,12,13,Perrin Brewing Company,Comstock Park, MI
0.041,12,2635,Sparkle,American Pale Lager,11,16,11,Petoskey Brewing,Petoskey, MI
0.059,25,1404,North 45 Amber Ale,American Amber / Red Ale,11,16,11,Petoskey Brewing,Petoskey, MI
0.069,20,1403,Horny Monk,Dubbel,11,16,11,Petoskey Brewing,Petoskey, MI
0.067,74,1402,Mind's Eye PA,American IPA,11,16,11,Petoskey Brewing,Petoskey, MI
0.061,60,2312,Camelback,American IPA,157,12,157,Phoenix Ale Brewery,Phoenix, AZ
0.07,75,1384,Elephant Rock IPA,American IPA,355,12,355,Pikes Peak Brewing Company,Monument, CO
0.06,20,1791,Hot Date Ale,Chile Beer,314,16,314,Piney River Brewing Company,Bucryus, MO
0.06,24,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16,314,Piney River Brewing Company,Bucryus, MO
0.045,18,1335,Float Trip Ale,American Blonde Ale,314,16,314,Piney River Brewing Company,Bucryus, MO
0.055,25,847,Old Tom Porter,American Porter,314,16,314,Piney River Brewing Company,Bucryus, MO
0.045,18,846,Black Walnut Wheat,American Dark Wheat Ale,314,16,314,Piney River Brewing Company,Bucryus, MO
0.055,20,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16,314,Piney River Brewing Company,Bucryus, MO
0.07,70,479,Missouri Mule India Pale Ale,American IPA,314,16,314,Piney River Brewing Company,Bucryus, MO
0.069,51,1760,GreyBeard™ IPA,American IPA,324,12,324,Pisgah Brewing Company,Black Mountain, NC
0.057,31,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12,324,Pisgah Brewing Company,Black Mountain, NC
0.054,45,2553,Mazzie,American Pale Ale (APA),55,12,55,Pollyanna Brewing Company,Lemont, IL
0.059,14,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.069,17,1463,Hideout Helles,Munich Helles Lager,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.06,15,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.058,21,1461,Peacemaker Pilsner,Czech Pilsener,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.057,68,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12,135,Pug Ryan's Brewery,Dillon, CO
0.058,21,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.059,14,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12,135,Pug Ryan's Brewery,Dillon, CO
0.052,18,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12,544,Pyramid Breweries,Seattle, WA
0.052,18,82,Haywire Hefeweizen (2010),Hefeweizen,544,16,544,Pyramid Breweries,Seattle, WA
0.045,35,2031,Golden Fleece,Belgian Pale Ale,246,12,246,Quest Brewing Company,Greenville, SC
0.055,30,2030,Smoking Mirror,American Porter,246,12,246,Quest Brewing Company,Greenville, SC
0.058,60,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12,176,Rahr & Sons Brewing Company,Fort Worth, TX
0.044,5,2370,18th Anniversary Gose,Gose,128,12,128,Real Ale Brewing Company,Blanco, TX
0.046,25,2211,White (2015),Witbier,128,12,128,Real Ale Brewing Company,Blanco, TX
0.099,85,1861,BLAKKR,American Black Ale,128,12,128,Real Ale Brewing Company,Blanco, TX
0.051,21,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12,128,Real Ale Brewing Company,Blanco, TX
0.053,52,1091,Hans' Pils (2015),German Pilsener,128,12,128,Real Ale Brewing Company,Blanco, TX
0.06,50,1086,Four Squared (2015),American Blonde Ale,128,12,128,Real Ale Brewing Company,Blanco, TX
0.051,21,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12,128,Real Ale Brewing Company,Blanco, TX
0.072,55,1021,Watership Brown Ale,American Brown Ale,475,12,475,Red Hare Brewing Company,Marietta, GA
0.062,55,938,Gangway IPA,American IPA,475,12,475,Red Hare Brewing Company,Marietta, GA
0.051,17,2516,Farmer's Daughter Blonde,American Blonde Ale,68,16,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.055,45,2515,Pump House IPA,American IPA,68,16,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.047,25,2513,Vanilla Porter,American Porter,68,16,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.058,18,2512,Honey Rye,Rye Beer,68,16,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
0.065,44,945,Long Hammer IPA,American IPA,487,16,487,Redhook Brewery,Woodinville, WA
0.065,44,583,Long Hammer IPA,American IPA,487,12,487,Redhook Brewery,Woodinville, WA
0.058,27,339,Copper Hook (2011),American Amber / Red Ale,487,12,487,Redhook Brewery,Woodinville, WA
0.05,16,2087,Blood Orange Wit,Witbier,225,16,225,Refuge Brewery,Temecula, CA
0.05,40,2414,Consilium,American Pale Ale (APA),110,12,110,Renegade Brewing Company,Denver, CO
0.09,60,1581,Hammer & Sickle,Russian Imperial Stout,110,12,110,Renegade Brewing Company,Denver, CO
0.07,100,1176,Redacted Rye IPA,American IPA,110,16,110,Renegade Brewing Company,Denver, CO
0.099,100,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12,110,Renegade Brewing Company,Denver, CO
0.05,25,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16,110,Renegade Brewing Company,Denver, CO
0.07,100,636,Ryeteous Rye IPA (2012),American IPA,110,16,110,Renegade Brewing Company,Denver, CO
0.055,40,2576,Fist City,American Pale Ale (APA),44,12,44,Revolution Brewing Company,Chicago, IL
0.058,15,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12,44,Revolution Brewing Company,Chicago, IL
0.061,31,418,Fistmas Ale,Herbed / Spiced Beer,44,12,44,Revolution Brewing Company,Chicago, IL
0.057,25,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12,44,Revolution Brewing Company,Chicago, IL
0.068,28,416,Eugene Porter,American Porter,44,12,44,Revolution Brewing Company,Chicago, IL
0.065,70,415,Anti-Hero IPA,American IPA,44,12,44,Revolution Brewing Company,Chicago, IL
0.05,14,414,Bottom Up Belgian Wit,Witbier,44,12,44,Revolution Brewing Company,Chicago, IL
0.057,42,2452,Hustle,American Amber / Red Ale,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.055,42,2451,Pure Fury,American Pale Ale (APA),93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.06,60,2132,Dad,American Amber / Red Ale,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.058,35,1993,Panther,American Porter,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.052,21,1992,Franz,Märzen / Oktoberfest,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.043,45,1935,Zen,American Pale Ale (APA),93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.072,75,1852,Truth,American IPA,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.048,25,1851,Cougar,American Blonde Ale,93,12,93,Rhinegeist Brewery,Cincinnati, OH
0.05,55,1771,Lil SIPA,American IPA,321,16,321,Rivertown Brewing Company,Lockland, OH
0.055,60,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16,321,Rivertown Brewing Company,Lockland, OH
0.05,100,2579,Jah Mon,American IPA,43,12,43,Rivertowne Brewing Company,Export, PA
0.076,78,1577,12th Round,American Strong Ale,376,16,376,RoughTail Brewing Company,Midwest City, OK
0.07,80,1576,RoughTail IPA,American IPA,376,16,376,RoughTail Brewing Company,Midwest City, OK
0.071,36,2304,Sundown,Saison / Farmhouse Ale,164,12,164,Round Guys Brewing,Lansdale, PA
0.056,40,1842,Original Slacker Ale,English Brown Ale,164,12,164,Round Guys Brewing,Lansdale, PA
0.045,28,1552,Dog Days Summer Ale,Kölsch,164,12,164,Round Guys Brewing,Lansdale, PA
0.056,35,1479,1881 California Red,American Amber / Red Ale,397,12,397,Ruhstaller Beer Company,Sacramento, CA
0.073,55,1478,CAPT Black IPA,American Black Ale,397,12,397,Ruhstaller Beer Company,Sacramento, CA
0.048,42,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12,397,Ruhstaller Beer Company,Sacramento, CA
0.073,55,883,CAPT Black IPA,American Black Ale,397,16,397,Ruhstaller Beer Company,Sacramento, CA
0.056,35,882,1881 California Red Ale,American Amber / Red Ale,397,16,397,Ruhstaller Beer Company,Sacramento, CA
0.05,15,1868,Saint Archer White Ale,Witbier,288,12,288,Saint Archer Brewery,San Diego, CA
0.068,66,1867,Saint Archer IPA,American IPA,288,12,288,Saint Archer Brewery,San Diego, CA
0.052,40,1865,Saint Archer Pale Ale,American Pale Ale (APA),288,12,288,Saint Archer Brewery,San Diego, CA
0.048,22,1864,Saint Archer Blonde,Kölsch,288,12,288,Saint Archer Brewery,San Diego, CA
0.069,20,2599,Sex Panther,American Porter,30,12,30,SanTan Brewing Company,Chandler, AZ
0.095,25,2073,Winter Warmer (Vault Series),Winter Warmer,30,16,30,SanTan Brewing Company,Chandler, AZ
0.091,99,2063,Count Hopula (Vault Series),American Double / Imperial IPA,30,16,30,SanTan Brewing Company,Chandler, AZ
0.05,15,1934,SunSpot Golden Ale,American Blonde Ale,30,12,30,SanTan Brewing Company,Chandler, AZ
0.055,20,1073,Epicenter Amber Ale,American Amber / Red Ale,30,12,30,SanTan Brewing Company,Chandler, AZ
0.05,15,1072,SanTan HefeWeizen,Hefeweizen,30,12,30,SanTan Brewing Company,Chandler, AZ
0.07,85,1071,Hop Shock IPA,American IPA,30,12,30,SanTan Brewing Company,Chandler, AZ
0.069,20,852,Sex Panther (2014),American Porter,30,12,30,SanTan Brewing Company,Chandler, AZ
0.055,45,850,Devil’s Ale,American Pale Ale (APA),30,12,30,SanTan Brewing Company,Chandler, AZ
0.05,20,777,Mr. Pineapple,Fruit / Vegetable Beer,30,12,30,SanTan Brewing Company,Chandler, AZ
0.055,45,764,American Idiot Ale (2012),American Pale Ale (APA),30,12,30,SanTan Brewing Company,Chandler, AZ
0.07,85,317,Hop Shock IPA (2010),American IPA,30,12,30,SanTan Brewing Company,Chandler, AZ
0.05,15,286,SanTan HefeWeizen (2010),Hefeweizen,30,12,30,SanTan Brewing Company,Chandler, AZ
0.055,45,285,Devil’s Ale (2010),American Pale Ale (APA),30,12,30,SanTan Brewing Company,Chandler, AZ
0.055,20,124,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12,30,SanTan Brewing Company,Chandler, AZ
0.058,20,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12,419,Sanitas Brewing Company,Boulder, CO
0.068,65,1391,Sanitas Black IPA,American Black Ale,419,12,419,Sanitas Brewing Company,Boulder, CO
0.089,88,2002,Giant DIPA,American Double / Imperial IPA,252,16,252,Santa Cruz Mountain Brewing,Santa Cruz, CA
0.055,30,1519,Saison 88,Saison / Farmhouse Ale,392,12,392,Santa Fe Brewing Company,Santa Fe, NM
0.071,95,967,Black IPA,American Black Ale,392,12,392,Santa Fe Brewing Company,Santa Fe, NM
0.05,11,1477,Oval Beach Blonde Ale,American Blonde Ale,398,16,398,Saugatuck Brewing Company,Douglas, MI
0.05,45,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12,428,Schlafly Brewing Company,Saint Louis, MO
0.045,30,1078,Schlafly IPA,American IPA,428,12,428,Schlafly Brewing Company,Saint Louis, MO
0.05,30,1077,Schlafly American Brown Ale,American Brown Ale,428,12,428,Schlafly Brewing Company,Saint Louis, MO
0.041,16,588,Schlafly Hefeweizen,Hefeweizen,428,12,428,Schlafly Brewing Company,Saint Louis, MO
0.045,17,53,Schlafly Summer Lager,Munich Helles Lager,428,12,428,Schlafly Brewing Company,Saint Louis, MO
0.074,60,1302,Blur India Pale Ale,American IPA,432,12,432,Seabright Brewery,Santa Cruz, CA
0.07,105,918,Frankenlou's IPA,American IPA,494,16,494,Seven Brides Brewery,Silverton, OR
0.07,55,917,Becky's Black Cat Porter,American Porter,494,16,494,Seven Brides Brewery,Silverton, OR
0.077,40,2250,Seventh Son of a Seventh Son,American Strong Ale,183,16,183,Seventh Son Brewing Company,Columbus, OH
0.053,20,1768,Stone Fort Brown Ale,English Brown Ale,183,16,183,Seventh Son Brewing Company,Columbus, OH
0.077,40,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,183,16,183,Seventh Son Brewing Company,Columbus, OH
0.06,53,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16,183,Seventh Son Brewing Company,Columbus, OH
0.07,68,1765,Golden Ratio IPA,American IPA,183,16,183,Seventh Son Brewing Company,Columbus, OH
0.069,65,1539,Monkey Fist IPA,American IPA,385,12,385,Shipyard Brewing Company,Portland, ME
0.072,65,2239,Torpedo,American IPA,83,12,83,Sierra Nevada Brewing Company,Chico, CA
0.056,37,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16,83,Sierra Nevada Brewing Company,Chico, CA
0.048,26,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12,83,Sierra Nevada Brewing Company,Chico, CA
0.05,28,1295,Summerfest,Czech Pilsener,83,12,83,Sierra Nevada Brewing Company,Chico, CA
0.072,65,426,Torpedo,American IPA,83,16,83,Sierra Nevada Brewing Company,Chico, CA
0.056,37,400,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12,83,Sierra Nevada Brewing Company,Chico, CA
0.1,52,2574,4Beans,Baltic Porter,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.042,16,2479,Jammer,Gose,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.032,7,2266,Rad,Fruit / Vegetable Beer,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.065,62,2090,Bengali,American IPA,46,24,46,Sixpoint Craft Ales,Brooklyn, NY
0.047,50,1962,Sensi Harvest,American Pale Ale (APA),46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.099,111,1696,Hi-Res,American Double / Imperial IPA,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.07,70,1608,Global Warmer,American Strong Ale,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.067,74,1591,Autumnation (2013),American IPA,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.054,42,1388,The Crisp,German Pilsener,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,34,1387,Sweet Action,Cream Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,57,1386,Righteous Ale,Rye Beer,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.064,62,1385,Bengali Tiger,American IPA,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.099,85,1020,3Beans,Baltic Porter,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.059,47,778,Brownstone,American Brown Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,11,630,Apollo,American Pale Wheat Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.049,35,629,Harbinger,Saison / Farmhouse Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.091,103,628,Resin,American Double / Imperial IPA,46,12,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,69,525,Diesel,American Stout,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.06,48,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.054,42,425,The Crisp (2011),German Pilsener,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.052,34,424,Sweet Action (2011),Cream Ale,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.063,57,423,Righteous Ale (2011),Rye Beer,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.064,62,422,Bengali Tiger (2011),American IPA,46,16,46,Sixpoint Craft Ales,Brooklyn, NY
0.068,65,1521,Modus Hoperandi,American IPA,264,12,264,Ska Brewing Company,Durango, CO
0.058,15,1297,Estival Cream Stout,American Stout,264,12,264,Ska Brewing Company,Durango, CO
0.042,18,386,Mexican Logger,American Pale Lager,264,12,264,Ska Brewing Company,Durango, CO
0.057,58,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12,264,Ska Brewing Company,Durango, CO
0.068,65,67,Modus Hoperandi,American IPA,264,12,264,Ska Brewing Company,Durango, CO
